Age,Gender,Married,Tenure,Pay Rate,Pay Grade,Bonus,Compa-Ratio,Degree Level,Performance Level,Mentor,Mentee,Engagement Score,Communication-Before,Communication-After,Communication Training,Leadership-Before,Leadership-After,Leadership Development,Employee Referral,Headhunter,Job Fair,Social Media,Website,Interview Score,IQ,Management,HP,Target,Department_Executive Office,Department_IT/IS,Department_Production,Department_Sales,Mentoring Role_Mentee,Mentoring Role_Neither Mentor nor Mentee,Employee Source_Headhunter,Employee Source_Job Fair,Employee Source_Social Media,Employee Source_Website,Interviewer_Elisa Bramante,Interviewer_Janet King,Interviewer_Jennifer Zamora
49.5,1,1,11,15.2,2,3.04,0.7904316172646905,2,3,1,2,3.4648401826484014,2.411230769230769,2.531792307692308,1,,,,1,1,1,1,2,2.4,130,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39.1,1,2,11.1,15,2,3,0.7800312012480499,2,3,1,2,3.469406392694064,2.3602692307692306,2.478282692307692,1,,,,1,1,1,1,2,2.4,94,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
59.6,1,1,10.9,14,2,2.8000000000000003,0.7280291211648465,3,3,1,2,3.460273973,2.460192307692308,2.583201923076923,1,,,,1,1,1,1,2,3.1,96,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
56.2,1,2,12.6,16,2,1.6,0.8320332813312532,2,1,1,1,2.837899543,1.468846153846154,1.3219615384615386,1,,,,1,1,1,1,2,2.4,94,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
51.5,1,1,11.4,23,2,5.75,1.1960478419136764,3,4,2,2,3.1831050228310502,2.9273846153846157,3.7236332307692304,1,,,,2,1,1,1,1,3.1,156,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
42.1,1,1,13.7,14,2,2.8000000000000003,0.7280291211648465,2,3,1,2,3.588127853881278,2.4152692307692307,2.536032692307693,1,,,,1,1,1,1,2,2.4,97,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39.5,2,2,10.6,22,2,4.4,1.1440457618304731,3,3,1,2,3.4465753424657537,2.3550769230769237,2.4728307692307694,1,,,,1,1,1,1,2,4.1,115,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
42,2,2,9.7,19,2,,0.9880395215808632,2,0,1,2,3.4374429223744287,,,,,,,2,1,1,1,1,3.4,124,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
56.1,1,1,12.4,14,2,2.8000000000000003,0.7280291211648465,2,3,1,2,3.528767123287671,2.4657692307692307,2.5890576923076924,1,,,,1,1,1,1,2,2.4,142,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
49.5,1,1,15.4,15,2,3,0.7800312012480499,2,3,1,2,2.865753424657534,2.4784230769230766,2.602344230769231,1,,,,1,1,1,1,2,2.4,90,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
59.4,1,1,13.2,20,2,,1.0400416016640666,3,0,1,1,3.4374429223744287,,,,,,,1,1,1,1,2,3.1,116,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
41.2,1,1,13.7,20,2,,1.0400416016640666,3,0,1,1,3.4374429223744287,,,,,,,1,1,1,2,1,3.1,94,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
57.3,1,1,11.6,24,2,4.800000000000001,1.248049922,3,3,1,2,3.4922374429223746,2.4594615384615386,2.582434615384616,1,,,,1,1,1,1,2,3.1,103,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
41.4,1,1,10.6,22,2,3.3,1.1440457618304731,3,2,1,2,2.9465753424657537,1.8640769230769232,1.8454361538461537,1,,,,1,1,2,1,1,3.1,99,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
37.7,2,1,12.1,19,2,4.75,0.9880395215808632,3,4,2,2,3.2150684931506848,2.868653846153846,3.648927692307693,1,,,,2,1,1,1,1,4.1,92,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
38.3,1,1,13,23,2,5.75,1.1960478419136764,3,4,2,2,3.256164383561644,2.886,3.670992,1,,,,2,1,1,1,1,3.1,128,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
39.5,1,1,9.2,20,2,,1.0400416016640666,3,0,1,2,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,100,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
44.1,1,1,12.1,15,2,2.25,0.7800312012480499,2,2,1,1,2.2150684931506848,1.9011538461538464,1.882142307692308,1,,,,1,1,1,1,2,2.4,120,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
37.3,2,1,13.7,23,2,,1.1960478419136764,3,0,1,1,3.4374429223744287,,,,,,,2,1,1,1,1,4.1,109,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
59,2,1,13.4,21,2,4.2,1.0920436817472698,3,3,1,1,2.474429224,2.495653846153846,2.6204365384615382,1,,,,1,1,1,1,2,4.1,119,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
55,1,1,12.7,16,2,3.2,0.8320332813312532,2,3,1,2,2.742465753424657,2.464384615384616,2.587603846153846,1,,,,1,1,1,1,2,2.4,96,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
42.4,1,1,16.1,22,2,2.2,1.1440457618304731,2,1,1,1,1.897716894977169,1.4536923076923078,1.3083230769230771,1,,,,1,1,1,1,2,2.4,113,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
46.1,1,1,10,15,2,3,0.7800312012480499,2,3,1,2,3.419178082191781,2.3788461538461534,2.4977884615384616,1,,,,1,1,1,1,2,2.4,139,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
36,1,1,13.2,29,2,,1.2564991334488735,3,0,1,1,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,109,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
58.4,1,2,8.2,27,2,6.75,1.1698440207972272,3,4,1,2,3.8369863013698633,2.9126538461538463,3.844703076923077,2,,,,2,1,1,1,1,3.1,118,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
34,1,1,13.5,27,2,4.05,1.1698440207972272,2,2,1,2,3.078995433789954,1.872192307692308,1.8534703846153848,1,,,,1,1,1,1,2,2.4,122,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
57.7,1,1,13.7,26,2,,1.126516464471404,3,0,1,1,3.4374429223744287,,,,,,,1,1,2,1,1,3.1,107,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
41.2,2,1,10,22,2,4.4,0.953206239,3,3,1,2,3.419178082191781,2.3538461538461535,2.4715384615384615,1,,,,1,1,1,1,2,4.1,102,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
44.6,1,1,12.6,25,2,5,1.0831889081455808,3,3,1,2,3.5378995433789955,2.4108461538461534,2.5313884615384614,1,,,,1,1,1,2,1,3.1,107,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
47.1,2,2,13.5,26,2,5.2,1.126516464471404,3,3,1,2,3.578995433789954,2.437692307692308,2.559576923076923,1,,,,1,1,1,2,1,4.1,115,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
43.1,1,1,13.4,25,2,,1.0831889081455808,3,0,1,1,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,99,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
45.8,2,1,14.1,26,2,5.2,1.126516464471404,3,3,1,2,2.806392694063927,2.440423076923077,2.5624442307692306,1,,,,1,1,1,2,1,4.1,117,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
45,2,1,12.9,25,2,5,1.0831889081455808,3,3,1,2,3.5515981735159814,2.4179615384615385,2.538859615384616,1,,,,2,1,1,1,1,4.1,130,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
73.6,1,1,13.5,29,2,5.800000000000001,1.2564991334488735,3,3,1,2,2.7789954337899543,2.570192307692308,2.698701923076923,1,,,,1,1,1,2,1,3.1,110,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
35.1,1,1,10.2,24,2,2.4000000000000004,1.0398613518197577,2,1,1,1,2.728310502,1.3264230769230767,1.1937807692307694,1,,,,1,1,1,1,2,2.4,98,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
46,1,2,10.2,27,2,5.4,1.1698440207972272,3,3,1,2,3.4283105022831046,2.3814230769230766,2.500494230769231,1,,,,1,1,1,2,1,3.1,92,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
37,1,1,10.6,24,2,4.800000000000001,1.0398613518197577,3,3,1,2,3.4465753424657537,2.3420769230769234,2.4591807692307697,1,,,,1,1,1,1,2,3.1,147,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
43,2,1,13.4,29,2,5.800000000000001,1.2564991334488735,3,3,1,2,2.774429223744292,2.415153846153846,2.5359115384615385,1,,,,1,1,1,2,1,4.1,89,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
40.9,1,1,13.5,24,2,4.800000000000001,1.0398613518197577,3,3,1,1,2.7789954337899543,2.406192307692308,2.5265019230769235,1,,,,1,1,1,1,2,3.1,127,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
60,2,2,14.4,29,2,2.9000000000000004,1.2564991334488735,2,1,1,1,1.820091324200913,1.5155384615384615,1.3639846153846156,1,,,,1,1,1,1,2,3.4,99,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
38.3,1,2,10.4,24.25,2,4.8500000000000005,1.0506932409012133,3,3,1,2,3.4374429223744287,2.346,2.4633000000000003,1,,,,1,1,1,1,2,3.1,103,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
40.8,1,1,11,27,2,5.4,1.1698440207972272,3,3,1,2,3.4648401826484014,2.367230769230769,2.485592307692308,1,,,,1,1,1,2,1,3.1,98,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
36.1,2,1,10.9,24,2,4.800000000000001,1.0398613518197577,3,3,1,2,3.460273973,2.342692307692308,2.459826923076923,1,,,,1,1,1,1,2,4.1,99,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
52.1,1,1,13.7,24,2,4.800000000000001,1.0398613518197577,3,3,1,2,2.788127853881279,2.465269230769231,2.588532692307693,1,,,,1,1,1,1,2,3.1,141,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
40.6,1,1,13.1,28,2,5.6000000000000005,1.2131715771230505,3,3,1,2,2.760730593607306,2.399038461538461,2.5189903846153845,1,,,,1,1,1,2,1,3.1,149,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
40.5,1,1,8.3,25,2,,1.0831889081455808,3,0,1,2,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,125,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
32.4,1,1,9.3,28,2,,1.2131715771230505,3,0,1,2,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,98,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
48,1,1,13.6,23,2,4.6000000000000005,0.996533795,3,3,1,1,2.483561644,2.4437307692307693,2.565917307692308,1,,,,1,1,1,1,2,3.1,135,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
37.9,1,1,13.2,22.5,2,5.625,0.9748700173310226,3,4,2,2,4.069863014,2.888115384615385,4.418816538461539,2,,,,2,1,1,1,1,3.1,143,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
55,1,1,10.2,25,2,7.5,1.0831889081455808,4,5,2,2,4.428310502283105,3.426423076923077,5,2,,,,2,1,1,1,1,3.8,176,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
45.2,1,1,11.7,22,2,4.4,0.953206239,3,3,1,1,2.6968036529680366,2.4000000000000004,2.5200000000000005,1,,,,1,1,1,1,2,3.1,124,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
40.4,2,1,12.5,28,2,5.6000000000000005,1.2131715771230505,3,3,1,2,2.7333333333333334,2.3883076923076927,2.5077230769230776,1,,,,1,1,1,2,1,4.1,114,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
45.5,2,2,11.2,22,2,4.4,0.953206239,3,3,1,2,3.473972602739725,2.3943076923076925,2.5140230769230767,1,,,,1,1,1,1,2,4.1,105,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
47.7,1,1,11.2,24,2,,1.0398613518197577,3,0,1,1,3.4374429223744287,,,,,,,1,1,2,1,1,3.1,108,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
42.5,1,1,11.1,26.1,2,6.525,1.1308492201039864,3,4,2,2,3.969406392694064,2.877269230769231,4.402221923076923,2,,,,2,1,1,1,1,3.1,96,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
48.1,1,2,8.4,23,2,,0.996533795,3,0,1,2,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,112,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37.8,1,1,13.2,23,2,,0.996533795,3,0,1,1,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,105,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37.3,1,1,9.5,26,2,,1.126516464471404,3,0,1,2,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,111,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
39.2,2,1,13.1,25,2,2.5,1.0831889081455808,2,1,1,1,1.760730593607306,1.3920384615384618,1.2528346153846155,1,,,,1,1,1,1,2,3.4,125,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
32.1,2,2,12.9,27,2,5.4,1.1698440207972272,3,3,1,2,3.5515981735159814,2.3534615384615387,2.471134615384616,1,,,,1,1,1,2,1,4.1,90,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
54.4,1,1,11.4,25,2,7.5,1.0831889081455808,4,5,2,2,4.483105023,3.441884615384616,5,2,,,,2,1,1,1,1,3.8,126,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
47.8,2,1,12.7,26,2,5.2,1.126516464471404,3,3,1,2,3.5424657534246577,2.428884615384616,2.5503288461538465,1,,,,1,1,1,2,1,4.1,133,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
49.8,2,1,11.4,29,2,5.800000000000001,1.2564991334488735,3,3,1,2,3.483105023,2.4188846153846155,2.5398288461538465,1,,,,1,1,1,2,1,4.1,91,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
38.8,1,1,9.9,26.39,2,5.2780000000000005,1.1434142114384749,3,3,1,2,3.4146118721461187,2.3408076923076924,2.4578480769230766,1,,,,1,1,1,2,1,3.1,130,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
72.6,1,1,12.4,25,2,,1.0831889081455808,3,0,1,1,3.4374429223744287,,,,,,,2,1,1,1,1,3.1,100,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
35.2,1,1,13.2,28,2,,1.2131715771230505,3,0,1,1,3.4374429223744287,,,,,,,1,1,1,1,2,3.1,105,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
38.1,1,1,13.4,29,2,7.25,1.2564991334488735,4,4,2,2,3.274429223744292,2.891153846153846,3.6775476923076926,1,,,,2,1,1,1,1,3.8,155,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
45.5,1,2,12.5,26,2,5.2,1.126516464471404,3,3,1,2,3.5333333333333328,2.4143076923076925,2.535023076923077,1,,,,1,1,1,2,1,3.1,146,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
43.1,1,1,13,26,2,,1.126516464471404,3,0,1,1,3.4374429223744287,,,,,,,1,1,2,1,1,3.1,128,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
52.2,2,1,13.2,22,2,4.4,0.953206239,3,3,1,1,2.7698630136986298,2.460115384615385,2.5831211538461543,1,,,,1,1,1,1,2,4.1,122,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
38.4,2,2,14.1,29,2,5.800000000000001,1.2564991334488735,3,3,1,2,3.6063926940639273,2.403423076923077,2.523594230769231,1,,,,1,1,1,2,1,4.1,128,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
36.8,1,1,14.9,23,2,4.6000000000000005,0.996533795,3,3,1,2,2.842922374429224,2.407730769230769,2.528117307692308,1,,,,1,1,1,1,2,3.1,115,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
60.9,2,1,10,22,2,5.5,0.953206239,3,4,2,2,3.919178082191781,2.9528461538461537,4.517854615384615,2,,,,2,1,1,1,1,4.1,128,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
71.3,1,1,13.4,28,2,5.6000000000000005,1.2131715771230505,3,3,1,1,2.774429223744292,2.557153846153846,2.6850115384615387,1,,,,1,1,1,2,1,3.1,107,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
49,2,1,17.3,23,2,4.6000000000000005,0.996533795,3,3,1,2,2.952511415525114,2.5056538461538462,2.630936538461538,1,,,,1,1,1,1,2,4.1,126,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39.5,1,1,13.7,22,2,4.4,0.953206239,3,3,1,1,2.488127854,2.402769230769231,2.5229076923076925,1,,,,1,1,1,1,2,3.1,100,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
48.6,2,1,10.1,22,2,4.4,0.953206239,3,3,1,2,3.4237442922374437,2.3928846153846157,2.512528846153846,1,,,,1,1,1,1,2,4.1,103,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
65.9,2,1,11.7,29,2,7.25,1.2564991334488735,3,4,2,2,3.1968036529680366,3.004,3.821088,1,,,,2,1,1,1,1,4.1,144,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
39.4,1,1,10,22,2,4.4,0.953206239,3,3,1,2,3.419178082191781,2.3453461538461537,2.4626134615384614,1,,,,1,1,1,1,2,3.1,107,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39.4,2,1,10.2,24,2,4.800000000000001,1.0398613518197577,3,3,1,2,3.4283105022831046,2.347923076923077,2.465319230769231,1,,,,1,1,1,1,2,4.1,143,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
49.2,2,2,10,39,4,7.8,0.9013173099144904,4,3,2,2,3.419178082191781,2.9943461538461538,4.4915192307692315,2,3,4,2,1,1,1,2,1,4.6,118,2,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
60.3,1,1,13.1,50,4,10,1.155535012710885,4,3,1,1,2.760730593607306,3.0975384615384614,3.2524153846153845,1,,,,1,1,1,2,1,3.3,143,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
61.4,1,1,10.1,45,4,9,1.0399815114397966,4,3,2,2,3.4237442922374437,3.056384615384616,4.584576923076924,2,3,4,2,1,1,1,2,1,3.3,93,2,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
35.9,1,1,13.7,51,4,12.75,1.178645712965103,4,4,2,2,4.0881278538812795,3.484269230769231,5,2,4,5,2,1,2,1,1,1,3.3,129,2,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
37.4,1,1,12.6,40,4,4,0.92442801,2,1,1,1,2.837899543,1.9748461538461537,1.7773615384615389,1,1,1,1,1,1,1,1,2,2.3,127,2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
36,2,2,10.1,46,4,9.2,1.0630922116940142,4,3,2,2,3.4237442922374437,2.929884615384616,4.394826923076924,2,2,3,2,1,2,1,1,1,4.6,151,2,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
61.1,2,1,13.1,45,4,9,1.0399815114397966,4,3,2,2,3.5607305936073055,3.1010384615384616,4.6515576923076924,2,3,5,2,1,1,1,2,1,4.6,134,2,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
55.6,2,1,13.6,50,4,10,1.155535012710885,4,3,2,2,3.5835616438356164,3.081230769230769,4.621846153846152,2,3,4,2,1,1,1,2,1,4.6,117,2,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
53.2,1,2,10.2,55,4,11,1.2710885139819736,4,3,1,2,2.828310502,3.0174230769230768,3.1682942307692312,1,,,,1,1,1,2,1,3.3,93,2,2,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
35,1,1,9.6,51,4,,1.178645712965103,4,0,1,2,3.4374429223744287,,,,,,,1,1,2,1,1,3.3,127,2,,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
70,2,2,10.4,39,4,7.8,0.9013173099144904,4,3,2,2,3.4374429223744287,3.104,4.656000000000001,2,3,3,2,1,1,1,2,1,4.6,153,2,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
